MaSP,TenSP,SoLuongTon,MoTa,Gia
SP83848686,Sua vai thieu 864,774,,854481
SP59320565,Sua rong bien 865,173,,297167
SP82247627,Kem vai thieu 849,826,Kieu dang tien loi,270020
SP44082854,Muc khoai tay 808,122,,974049
SP39774711,Sua khoai tay 209,489,San pham tot,182907
SP78895667,Sua nho 251,529,,756850
SP69513681,Sua nhan 182,445,,705469
SP58313822,Nuoc khoai tim 448,877,,315035
SP29373832,Snack cam 344,507,Ngon bo re,816320
SP25633158,Banh man 133,478,,482634
SP29284614,Muc khoai tim 422,609,Mau sac tuoi tan,532040
SP77969849,Muc quyt 883,304,,349491
SP68113133,Nuoc xooai 160,509,,917112
SP99632957,Muc khoai tim 578,595,,286033
SP38805770,Muc khoai tay 464,454,Hinh anh bat mat,706584
SP95898661,Muc nhan 650,521,,868315
SP85546417,Nuoc rong bien 440,239,Thom ngon bo duong,715638
SP94302802,Snack thanh long 799,545,,90182
SP41110041,Muc khoai tay 115,844,,646030
SP50830548,Snack thanh long 338,944,,939028
SP39193713,Banh xooai 515,924,San pham tot,287033
SP14394876,Banh khoai tay 673,228,,100069
SP23147132,Muc chuoi 545,181,Mau ma đep,82915
SP24116942,Nuoc cam 900,831,,604651
SP21269133,Muc hong xiem 412,299,,197382
SP74987067,Muc khoai tim 267,307,,748683
SP89727794,Nuoc cam 548,747,Co ich cho suc khoe,873730
SP29073958,Sua buoi 334,326,,15514
SP45153691,Sua khoai tay 611,617,Co ich cho suc khoe,846460
SP17676121,Banh xooai 913,207,,455433
SP95459390,Nuoc nho 137,767,,339528
SP76341871,Banh mo 571,926,,907784
SP49263034,Nuoc mo 360,406,Thom ngon bo duong,160152
SP36834330,Sua nhan 403,917,,408037
SP98562001,Snack chuoi 836,822,Phu hop voi gia tien,264470
SP27774810,Banh bo 728,348,,138488
SP97131067,Kem nhan 977,882,,921703
SP70496791,Kem buoi 851,519,,634605
SP40236000,Muc nho 276,914,Ngon bo re,219623
SP58143134,Kem nhan 833,239,,191328
SP19358631,Nuoc cam 680,640,Kieu dang tien loi,310846
SP19527845,Snack buoi 743,116,,318325
SP64553404,Banh đao 115,931,,131317
SP79661139,Snack sau rieng 192,478,,74754
SP33468700,Muc hong xiem 265,623,Phu hop voi gia tien,90729
SP79591328,Muc cam 742,685,,86339
SP51934670,Sua nho 521,559,Co ich cho suc khoe,816327
SP93832481,Kem khoai tim 179,733,,729484
SP42623959,Muc mang cut 966,740,,513207
SP60615766,Sua dua 741,705,,807652
SP71322446,Snack rong bien 781,135,Thom ngon bo duong,651498
SP73551538,Muc thanh long 811,632,,156420
SP67838009,Kem bo 261,193,Mau sac tuoi tan,12196
SP69628944,Kem bo 916,246,,232880
SP89222828,Nuoc chuoi 518,324,,982584
SP32222033,Muc nhan 665,753,,794654
SP92486632,Kem thanh long 971,363,Hinh anh bat mat,779465
SP75268039,Snack quyt 154,283,,889199
SP14332725,Snack xooai 623,825,Mau ma đep,758249
SP80852437,Nuoc nhan 690,569,,785628
SP72224764,Banh nho 899,870,,679833
SP50665704,Snack buoi 526,766,,353774
SP77798065,Kem nhan 604,457,Phu hop voi gia tien,959358
SP89733654,Nuoc mo 203,800,,670892
SP69700515,Snack khoai tim 415,255,Than thien voi moi truong,489033
SP37839386,Nuoc nhan 733,782,,932872
SP61578485,Sua nhan 192,460,,446381
SP62870475,Snack mang cut 407,761,,463260
SP47136948,Nuoc bap 741,270,Ngon bo re,267704
SP26102848,Kem khoai tim 834,133,,294670
SP13548767,Muc xooai 867,168,Thom ngon bo duong,798937
SP65206919,Kem mo 373,990,,786509
SP48589809,Banh nhan 210,410,,870751
SP94484574,Kem sau rieng 918,100,,90741
SP15812861,Muc khoai tim 581,741,Kieu dang tien loi,880926
SP50808919,Kem nhan 592,596,,32885
SP99087581,Sua thanh long 553,776,Than thien voi moi truong,948257
SP43879210,Muc dau 119,327,,866577
SP19562894,Snack đao 550,152,,677723
SP41992775,Sua sau rieng 167,804,,867464
SP83297426,Banh chuoi 251,749,Kieu dang tien loi,85392
SP93016208,Snack nhan 766,293,,754480
SP59584507,Kem sau rieng 257,192,Co ich cho suc khoe,148778
SP89158777,Sua rong bien 254,793,,681367
SP86772509,Muc thanh long 187,822,,38711
SP67240527,Kem nhan 861,446,,953250
SP53463211,Snack bap 415,218,Mau ma đep,203107
SP13160746,Muc buoi 896,137,,138923
SP35077085,Sua nho 371,835,Co ich cho suc khoe,65751
SP46233064,Snack khoai tay 285,308,,773396
SP30602542,Sua vai thieu 387,652,,643731
SP92935453,Sua buoi 777,267,,315335
SP84457287,Nuoc cam 923,351,Phu hop voi gia tien,708262
SP99416610,Banh nhan 100,427,,948612
SP99565861,Sua khoai tim 383,772,Phu hop voi gia tien,163748
SP22052348,Snack dau 973,848,,865914
SP54971706,Kem dau 452,445,,667243
SP70485907,Snack bap 965,104,,55062
SP83325731,Muc mo 582,569,Hinh anh bat mat,903010
SP86775355,Nuoc bo 779,467,,182619
SP10072913,Muc mo 942,886,Ngon bo re,850016
SP12644208,Nuoc chuoi 661,495,,22748
SP56065350,Sua hong xiem 117,100,,184808
SP17716506,Snack mo 180,387,,177639
SP81023201,Sua man 913,672,Than thien voi moi truong,461653
SP34206669,Muc bo 788,382,,367778
SP92076969,Muc bap 320,537,Mau ma đep,984080
SP38924077,Muc sau rieng 764,323,,680717
SP51566646,Kem rong bien 875,580,,392937
SP43061172,Muc nho 971,304,,766576
SP49519664,Muc thanh long 694,867,Mau sac tuoi tan,940157
SP85368832,Nuoc nho 338,602,,623045
SP52807386,Kem đao 550,483,Thom ngon bo duong,709973
SP34128681,Nuoc mang cut 448,833,,459527
SP23023811,Kem nho 245,222,,188489
SP47169249,Nuoc quyt 467,560,,687311
SP51350396,Nuoc mang cut 454,362,Than thien voi moi truong,475597
SP12695463,Muc man 123,341,,883170
SP44368536,Sua chuoi 334,708,Hinh anh bat mat,731073
SP33059927,Nuoc dau 351,883,,89244
SP47218473,Muc rong bien 598,415,,252059
SP83504030,Kem mo 158,765,,422587
SP94996276,Kem vai thieu 134,129,Co ich cho suc khoe,802435
SP81583266,Banh chuoi 979,316,,345541
SP71959141,Snack mang cut 816,201,San pham tot,785066
SP32204519,Nuoc hong xiem 666,953,,840921
SP98644674,Sua dua 812,331,,181374
SP53027221,Banh vai thieu 224,617,,488566
SP25819888,Sua bap 913,676,Ngon bo re,164972
SP54593520,Sua mang cut 833,442,,711501
SP28814704,Kem dua 414,582,Phu hop voi gia tien,420809
SP33640820,Nuoc bap 119,222,,105294
SP88789916,Kem dau 742,366,,34521
SP84572843,Snack xooai 633,402,,934563
SP12903126,Banh man 750,251,Thom ngon bo duong,136419
SP83368374,Banh man 305,119,,306767
SP93434272,Kem hong xiem 565,984,Ngon bo re,166577
SP11632244,Nuoc mang cut 532,270,,234598
SP93440859,Nuoc vai thieu 510,995,,456459
SP44647080,Kem xooai 549,394,,161332
SP19737754,Snack đao 451,619,Mau ma đep,397237
SP23030039,Banh vai thieu 128,151,,328725
SP68562577,Sua vai thieu 639,206,Mau sac tuoi tan,840931
SP36902598,Nuoc vai thieu 908,253,,142125
SP82351651,Nuoc nho 564,232,,890821
SP76327359,Sua nhan 874,258,,495474
SP60171365,Nuoc khoai tim 683,463,San pham tot,546080
SP21899538,Muc bap 676,370,,37405
SP24399398,Snack rong bien 786,479,Kieu dang tien loi,278417
SP36988027,Nuoc buoi 959,920,,895362
SP38022549,Snack vai thieu 454,952,,649197
SP51970883,Sua quyt 360,117,,796586
SP76050456,Snack cam 527,460,Mau sac tuoi tan,238956
SP84805186,Muc mo 319,680,,764126
SP64188230,Banh mang cut 182,867,Ngon bo re,826570
SP69990305,Muc dua 417,434,,875934
SP82916928,Nuoc nho 840,874,,160788
SP41760361,Nuoc buoi 832,778,,359898
SP84156080,Muc khoai tay 469,401,Than thien voi moi truong,790272
SP99933785,Kem man 328,296,,840319
SP78995066,Sua khoai tay 706,720,Kieu dang tien loi,578930
SP15916813,Snack bap 671,411,,740727
SP72175637,Banh man 647,875,,379320
SP52042838,Banh nhan 673,226,,452839
SP71061349,Muc khoai tay 103,711,Mau sac tuoi tan,807386
SP47236534,Banh vai thieu 538,630,,975724
SP22755828,Nuoc khoai tim 470,176,Kieu dang tien loi,334767
SP60510101,Sua quyt 741,630,,498710
SP34160220,Banh dau 744,648,,681830
SP20735410,Nuoc man 361,271,,959759
SP46534973,Banh bo 818,152,Mau sac tuoi tan,867004
SP24989390,Snack bap 365,296,,196442
SP51804301,Nuoc mo 927,908,Ngon bo re,841086
SP57707772,Nuoc nhan 199,236,,790113
SP13561207,Banh xooai 930,503,,107456
SP87343014,Muc xooai 713,466,,721054
SP28374797,Snack bap 350,878,Mau sac tuoi tan,277938
SP87416667,Muc buoi 666,482,,792585
SP17181980,Nuoc nhan 729,224,Co ich cho suc khoe,30888
SP71965851,Kem thanh long 377,136,,497250
SP19333190,Banh xooai 307,210,,543914
SP13076757,Sua quyt 345,181,,158552
SP34476063,Sua bo 453,693,Mau ma đep,306091
SP54811918,Banh bap 232,165,,254830
SP59553529,Sua quyt 680,144,Hinh anh bat mat,619828
SP98499695,Snack nhan 735,797,,933693
SP41328294,Muc bap 166,785,,294076
SP66862819,Sua xooai 411,801,,579217
SP67306519,Nuoc quyt 665,232,Kieu dang tien loi,40679
SP38330634,Sua nho 619,161,,642273
SP42238612,Banh sau rieng 765,185,Co ich cho suc khoe,997403
SP36435570,Snack nhan 199,701,,832428
SP35799618,Sua nho 434,635,,487788
SP32257679,Muc buoi 991,676,,203826
SP56032758,Snack khoai tay 545,331,Hinh anh bat mat,999980
SP10476433,Sua thanh long 542,972,,892466
SP47601248,Snack nhan 152,289,Than thien voi moi truong,467446
SP88424287,Snack cam 264,647,,473564
SP68849020,Nuoc rong bien 336,390,,153230
SP51076406,Nuoc bo 997,760,,413346
SP66636125,Banh quyt 176,653,Mau sac tuoi tan,634676
SP63137088,Banh nho 925,341,,463261
SP54268213,Sua vai thieu 824,196,Than thien voi moi truong,132915
SP64225679,Muc dau 795,155,,944930
SP78999308,Nuoc mang cut 739,952,,745403
SP73059966,Snack man 773,822,,445288
SP37242299,Nuoc khoai tay 131,832,Kieu dang tien loi,302281
SP87931057,Sua dua 780,863,,749310
SP18918180,Muc thanh long 691,152,Thom ngon bo duong,282851
SP46754816,Banh quyt 854,865,,112451
SP56935493,Kem hong xiem 232,817,,733379
SP52914539,Nuoc xooai 250,297,,957779
SP68698152,Kem sau rieng 243,231,Than thien voi moi truong,923716
SP62730346,Snack thanh long 776,417,,16737
SP37505753,Snack man 797,937,Co ich cho suc khoe,762589
SP15551319,Muc vai thieu 827,383,,260638
SP93752693,Muc rong bien 790,974,,267181
SP60582508,Sua dau 328,757,,485821
SP74242754,Sua bo 562,145,Mau ma đep,738267
SP27143999,Sua cam 910,311,,717477
SP47730779,Sua khoai tim 859,434,Mau ma đep,331171
SP30232901,Snack rong bien 210,338,,428395
SP52107571,Nuoc rong bien 889,686,,591808
SP36487053,Kem bap 381,149,,214189
SP79722198,Kem nhan 236,892,Co ich cho suc khoe,826985
SP44317063,Kem hong xiem 891,151,,823183
SP38777531,Muc khoai tay 357,907,Mau sac tuoi tan,133122
SP25181000,Sua chuoi 850,357,,506150
SP22930157,Banh nhan 786,860,,713850
SP53654976,Sua quyt 182,464,,815787
SP38786405,Nuoc xooai 437,851,Than thien voi moi truong,555970
SP40893779,Snack rong bien 333,291,,410130
SP12932358,Snack chuoi 280,679,Mau ma đep,317721
SP89974931,Kem nho 703,423,,182149
SP59792698,Snack xooai 877,850,,404177
SP57039822,Muc dua 399,478,,436564
SP83706474,Banh khoai tim 325,887,Thom ngon bo duong,53772
SP90174495,Snack chuoi 130,475,,239125
SP92799254,Nuoc nhan 360,464,Than thien voi moi truong,566028
SP48415252,Snack chuoi 673,365,,577635
SP28293042,Banh vai thieu 700,118,,498622
SP40477652,Snack hong xiem 200,613,,643941
SP34808043,Sua vai thieu 762,999,Phu hop voi gia tien,334504
SP73559054,Banh nhan 611,685,,693708
SP21931911,Nuoc man 409,740,Thom ngon bo duong,601750
SP15034813,Nuoc mang cut 691,209,,282703
SP81629732,Sua hong xiem 390,319,,475305
SP51212761,Banh cam 366,425,,81385
SP44878078,Kem vai thieu 133,985,Mau ma đep,667276
SP54352198,Sua sau rieng 658,507,,539617
SP33190335,Kem buoi 622,589,San pham tot,473570
SP94854939,Kem mo 579,459,,375555
SP23576553,Banh chuoi 142,476,,454525
SP39914714,Kem man 360,174,,26175
SP52897086,Snack khoai tim 940,944,Ngon bo re,772146
SP12020482,Snack cam 771,402,,207697
SP78749399,Banh man 146,800,Ngon bo re,398320
SP70606428,Banh nhan 391,940,,353688
SP94639699,Sua bap 589,103,,141297
SP45249601,Muc khoai tim 257,355,,678052
SP92329896,Banh mo 604,791,Thom ngon bo duong,372993
SP51652432,Muc khoai tay 216,401,,118646
SP50924175,Snack khoai tay 846,247,Hinh anh bat mat,34547
SP98840184,Nuoc vai thieu 336,570,,330951
SP85349099,Snack khoai tim 992,971,,937302
SP78859995,Kem nho 883,198,,467807
SP22136034,Nuoc khoai tim 439,359,San pham tot,844415
SP88430831,Nuoc quyt 228,882,,215990
SP67689532,Kem bap 599,823,Mau ma đep,234780
SP79333484,Kem bo 880,959,,338090
SP50454220,Sua man 221,971,,40328
SP51842747,Kem thanh long 476,892,,553132
SP28447835,Banh quyt 401,713,Kieu dang tien loi,177401
SP12767483,Muc đao 587,314,,408836
SP27109800,Kem rong bien 258,921,San pham tot,668130
SP25950799,Banh man 805,467,,270941
SP98955009,Banh dua 526,432,,281585
SP45383927,Banh nhan 467,212,,361332
SP12097236,Kem vai thieu 677,469,Kieu dang tien loi,293085
SP13616997,Kem xooai 516,257,,970894
SP78787478,Sua quyt 833,112,Co ich cho suc khoe,398251
SP33686718,Sua đao 795,425,,387886
SP53423830,Sua bap 348,457,,44027
SP89260905,Kem khoai tim 909,219,,57235
SP32396361,Kem dau 520,545,Co ich cho suc khoe,124626
SP18590997,Muc chuoi 410,817,,238321
SP83530885,Snack mo 749,414,Ngon bo re,577504
SP91670803,Muc vai thieu 333,334,,871586
SP10871264,Sua man 253,868,,247777
SP35133389,Snack buoi 747,654,,868364
SP43195965,Sua bap 890,339,Thom ngon bo duong,55266
SP80605347,Banh dua 603,943,,304881
SP49046277,Nuoc mo 420,279,Thom ngon bo duong,178877
SP39133393,Muc khoai tim 402,183,,146054
SP19997075,Sua nhan 346,903,,733259
SP39057293,Kem bap 756,931,,288938
SP60903500,Nuoc nhan 620,922,Co ich cho suc khoe,586493
SP28726155,Kem thanh long 819,850,,156536
SP73870713,Banh đao 549,409,Ngon bo re,613914
SP76251714,Sua quyt 606,949,,879279
SP85093756,Kem bap 163,295,,896485
SP69957625,Banh mang cut 616,560,,75513
SP54214496,Sua hong xiem 976,732,Co ich cho suc khoe,792174
SP50995176,Nuoc cam 623,374,,474431
SP48818980,Muc bap 581,967,Than thien voi moi truong,573719
SP27323483,Kem mo 375,441,,30965
SP54535024,Sua vai thieu 845,256,,234887
SP73735310,Nuoc vai thieu 705,989,,570387
SP71301292,Muc rong bien 796,150,Kieu dang tien loi,141333
SP49055649,Nuoc nhan 926,228,,194105
SP29986005,Sua khoai tim 554,398,Kieu dang tien loi,378876
SP91319462,Nuoc dua 300,901,,688853
SP96778636,Muc nhan 192,271,,291476
SP26850942,Nuoc buoi 228,877,,255027
SP23939136,Sua nhan 981,730,Than thien voi moi truong,366718
SP52472015,Snack sau rieng 930,938,,751762
SP73548708,Sua nho 546,874,Mau ma đep,477390
SP51122991,Snack mo 792,120,,713147
SP83598988,Snack dau 709,217,,297954
SP58833884,Nuoc khoai tim 964,555,,488090
SP15396268,Muc đao 786,239,Thom ngon bo duong,33756
SP88876528,Snack vai thieu 703,742,,586904
SP59683863,Sua khoai tim 813,389,Mau sac tuoi tan,792374
SP48919577,Snack chuoi 945,965,,67445
SP36853628,Snack xooai 307,904,,166652
SP94190055,Kem bo 417,555,,378381
SP87018714,Kem dua 689,451,Mau ma đep,905202
SP99970920,Snack cam 719,599,,395555
SP96865495,Nuoc vai thieu 711,685,Mau ma đep,88441
SP90152806,Banh hong xiem 367,674,,418646
SP95781492,Muc chuoi 796,441,,395266
SP85982729,Kem bo 353,716,,54890
SP94821522,Banh đao 878,856,Mau sac tuoi tan,989526
SP94078929,Snack quyt 249,559,,365458
SP90151812,Kem nhan 375,125,Thom ngon bo duong,326921
SP59772632,Muc man 626,876,,904340
SP54860012,Muc rong bien 702,631,,908526
SP16996563,Banh rong bien 159,700,,128814
SP70434472,Sua rong bien 496,192,Than thien voi moi truong,29401
SP92405699,Sua bap 806,712,,487181
SP58607832,Snack dua 325,537,Phu hop voi gia tien,136364
SP66777240,Sua dau 594,688,,375363
SP80817961,Nuoc bap 659,784,,906932
SP63154949,Snack thanh long 782,311,,529463
SP69030184,Banh vai thieu 880,964,San pham tot,400314
SP73773038,Nuoc mang cut 184,109,,962278
SP86018473,Banh mang cut 871,873,Phu hop voi gia tien,350584
SP91538524,Banh khoai tay 968,589,,959498
SP32901872,Kem bap 935,214,,972803
SP14837077,Banh cam 838,107,,584864
SP45345740,Muc thanh long 315,579,Phu hop voi gia tien,738414
SP97877404,Banh thanh long 943,549,,256046
SP11002850,Sua khoai tay 644,973,San pham tot,603735
SP21989778,Banh mang cut 521,598,,552686
SP40747061,Kem quyt 330,538,,892289
SP94354492,Kem khoai tay 806,962,,41648
SP49677874,Sua nho 604,951,Phu hop voi gia tien,16949
SP40067917,Snack dua 644,108,,282377
SP80495974,Snack nho 183,155,Phu hop voi gia tien,492830
SP76681855,Nuoc hong xiem 448,220,,444304
SP15759723,Sua dau 159,550,,713741
SP40551701,Snack khoai tay 593,481,,552224
SP97886648,Nuoc hong xiem 911,623,Mau sac tuoi tan,926360
SP20464502,Banh chuoi 248,708,,442616
SP53629276,Kem chuoi 218,668,Than thien voi moi truong,38783
SP59065114,Snack khoai tim 188,127,,909283
SP39322970,Sua nho 892,489,,764148
SP18354200,Snack bap 646,444,,106283
SP13859743,Snack mang cut 282,986,Co ich cho suc khoe,169018
SP80952673,Kem nho 495,201,,240003
SP64789812,Sua rong bien 913,455,Phu hop voi gia tien,105314
SP42243908,Banh quyt 650,524,,820468
SP23421674,Banh sau rieng 301,622,,629508
SP65877004,Banh chuoi 821,940,,176925
SP97418073,Muc bo 679,129,Mau sac tuoi tan,310699
SP35810081,Sua chuoi 576,952,,584669
SP19300081,Nuoc nhan 885,264,Than thien voi moi truong,744963
SP12519777,Snack bo 873,939,,992637
SP47693817,Kem bo 984,890,,710142
SP71310546,Nuoc buoi 731,450,,734245
SP74649292,Sua chuoi 856,879,Co ich cho suc khoe,146670
SP11258469,Snack dua 586,235,,454511
SP86857621,Muc dua 751,673,Hinh anh bat mat,242704
SP71769206,Sua man 397,376,,407458
SP87893466,Muc xooai 523,545,,49251
SP32956252,Banh quyt 379,274,,98076
SP88065444,Nuoc bo 807,161,Than thien voi moi truong,711606
SP76889915,Muc vai thieu 522,788,,378412
SP16927850,Snack chuoi 360,222,Co ich cho suc khoe,756512
SP45671600,Sua chuoi 523,611,,309794
SP68544640,Snack nhan 1000,159,,113101
SP84284859,Sua rong bien 965,466,,852713
SP54696877,Banh khoai tim 663,356,Mau sac tuoi tan,19436
SP19375694,Sua rong bien 723,796,,414611
SP86609770,Snack quyt 608,528,Phu hop voi gia tien,536202
SP85902693,Nuoc mo 809,295,,131364
SP48773429,Banh hong xiem 314,558,,499153
SP37315664,Kem man 852,671,,21568
SP23523076,Nuoc nhan 246,481,Mau sac tuoi tan,385874
SP80423041,Muc khoai tim 352,284,,299854
SP29189346,Banh sau rieng 202,999,Mau ma đep,41174
SP96417131,Nuoc nhan 631,643,,843414
SP86561722,Nuoc hong xiem 430,854,,680671
SP81277302,Sua rong bien 640,872,,197190
SP56407819,Snack hong xiem 525,305,San pham tot,543557
SP10221476,Banh đao 469,662,,717338
SP19027511,Banh hong xiem 951,260,Mau sac tuoi tan,285217
SP44183438,Banh nhan 388,923,,616117
SP87104300,Banh thanh long 376,776,,936933
SP40704982,Sua vai thieu 193,323,,975484
SP57605573,Kem cam 636,476,Than thien voi moi truong,818806
SP26226294,Nuoc man 422,752,,955496
SP25570720,Kem sau rieng 858,724,Thom ngon bo duong,784572
SP36125161,Snack dua 490,154,,218361
SP31270431,Nuoc đao 741,623,,928070
SP37757581,Snack khoai tay 560,852,,845335
SP79978354,Snack đao 397,175,San pham tot,687300
SP46070392,Sua bo 993,169,,303873
SP52837797,Sua nhan 126,630,San pham tot,993749
SP78645888,Snack man 802,579,,232300
SP60972470,Banh dau 906,847,,471014
SP82358009,Banh vai thieu 903,534,,820006
SP74793143,Sua chuoi 355,420,Mau ma đep,91243
SP99741508,Banh chuoi 401,326,,169543
SP48685453,Snack cam 303,260,Co ich cho suc khoe,39793
SP47201713,Kem cam 554,814,,419702
SP71134030,Banh dua 334,864,,101314
SP86240137,Kem bo 313,823,,195019
SP29553829,Sua bo 156,772,Mau ma đep,54570
SP45665071,Banh chuoi 107,650,,566474
SP19751327,Kem khoai tay 627,218,Hinh anh bat mat,783590
SP55581083,Banh mang cut 213,542,,322899
SP53779267,Kem man 317,719,,156676
SP25703689,Snack sau rieng 395,439,,673348
SP91046231,Banh nho 627,643,Hinh anh bat mat,733336
SP46866160,Sua bo 216,738,,323923
SP67646870,Sua chuoi 802,393,Phu hop voi gia tien,458197
SP64912695,Sua thanh long 265,715,,274647
SP71682000,Banh xooai 324,695,,945078
SP62755676,Kem mang cut 354,887,,708535
SP39444684,Sua cam 552,877,Co ich cho suc khoe,987038
SP57413877,Snack khoai tay 335,909,,442525
SP83476090,Kem đao 308,877,Thom ngon bo duong,991979
SP79792009,Kem dua 342,524,,393983
SP46721723,Snack cam 488,210,,839376
SP74585629,Kem mo 813,793,,235431
SP95373599,Banh cam 968,385,Mau sac tuoi tan,201079
SP78644609,Kem khoai tim 286,394,,276621
SP26934086,Nuoc bo 691,821,Than thien voi moi truong,373614
SP84092109,Nuoc mang cut 205,678,,323811
SP88423634,Muc cam 915,593,,707199
SP38299613,Nuoc quyt 475,562,,865069
SP48468611,Sua quyt 192,323,Mau sac tuoi tan,879086
SP32597150,Sua mang cut 221,424,,918200
SP48816385,Snack thanh long 337,361,Thom ngon bo duong,755333
SP65926338,Nuoc hong xiem 109,105,,93224
SP67944277,Sua xooai 615,213,,704824
SP26303270,Banh hong xiem 251,998,,517973
SP74900677,Snack mang cut 629,578,Than thien voi moi truong,568615
SP14690676,Kem mo 199,464,,689184
SP96505347,Sua cam 962,301,Thom ngon bo duong,783546
SP64564914,Muc cam 308,380,,806327
SP19048552,Nuoc mo 806,119,,859292
SP37546837,Banh bap 295,806,,300438
